id,id_gen,scenario,date,value
1,78,1,2044-07-01T00:00:00.0,106.0
2,78,2,2044-07-01T00:00:00.0,106.0
3,78,3,2044-07-01T00:00:00.0,106.0
4,92,1,2025-01-20T00:00:00.0,0.0
5,92,1,2025-01-20T01:00:00.0,0.0
6,92,1,2025-01-20T02:00:00.0,0.0
7,92,1,2025-01-20T03:00:00.0,0.0
8,92,1,2025-01-20T04:00:00.0,0.0
9,92,1,2025-01-20T05:00:00.0,3.9697
10,92,1,2025-01-20T06:00:00.0,57.4233
11,92,1,2025-01-20T07:00:00.0,148.1101
12,92,1,2025-01-20T08:00:00.0,232.8808
13,92,1,2025-01-20T09:00:00.0,307.3318
14,92,1,2025-01-20T10:00:00.0,360.5107
15,92,1,2025-01-20T11:00:00.0,390.0586
16,92,1,2025-01-20T12:00:00.0,390.5073
17,92,1,2025-01-20T13:00:00.0,364.5873
18,92,1,2025-01-20T14:00:00.0,327.1801
19,92,1,2025-01-20T15:00:00.0,265.2367
20,92,1,2025-01-20T16:00:00.0,172.2732
21,92,1,2025-01-20T17:00:00.0,69.5335
22,92,1,2025-01-20T18:00:00.0,6.0437
23,92,1,2025-01-20T19:00:00.0,0.0
24,92,1,2025-01-20T20:00:00.0,0.0
25,92,1,2025-01-20T21:00:00.0,0.0
26,92,1,2025-01-20T22:00:00.0,0.0
27,92,1,2025-01-20T23:00:00.0,0.0
28,92,2,2025-01-20T00:00:00.0,0.0
29,92,2,2025-01-20T01:00:00.0,0.0
30,92,2,2025-01-20T02:00:00.0,0.0
31,92,2,2025-01-20T03:00:00.0,0.0
32,92,2,2025-01-20T04:00:00.0,0.0
33,92,2,2025-01-20T05:00:00.0,4.4072
34,92,2,2025-01-20T06:00:00.0,63.9537
35,92,2,2025-01-20T07:00:00.0,165.2686
36,92,2,2025-01-20T08:00:00.0,259.3201
37,92,2,2025-01-20T09:00:00.0,341.0853
38,92,2,2025-01-20T10:00:00.0,400.2983
39,92,2,2025-01-20T11:00:00.0,433.0304
40,92,2,2025-01-20T12:00:00.0,433.517
41,92,2,2025-01-20T13:00:00.0,404.7101
42,92,2,2025-01-20T14:00:00.0,363.344
43,92,2,2025-01-20T15:00:00.0,295.5309
44,92,2,2025-01-20T16:00:00.0,192.7583
45,92,2,2025-01-20T17:00:00.0,78.4576
46,92,2,2025-01-20T18:00:00.0,7.1968
47,92,2,2025-01-20T19:00:00.0,0.0
48,92,2,2025-01-20T20:00:00.0,0.0
49,92,2,2025-01-20T21:00:00.0,0.0
50,92,2,2025-01-20T22:00:00.0,0.0
51,92,2,2025-01-20T23:00:00.0,0.0
52,92,3,2025-01-20T00:00:00.0,0.0
53,92,3,2025-01-20T01:00:00.0,0.0
54,92,3,2025-01-20T02:00:00.0,0.0
55,92,3,2025-01-20T03:00:00.0,0.0
56,92,3,2025-01-20T04:00:00.0,0.0
57,92,3,2025-01-20T05:00:00.0,4.5612
58,92,3,2025-01-20T06:00:00.0,66.2692
59,92,3,2025-01-20T07:00:00.0,171.3806
60,92,3,2025-01-20T08:00:00.0,268.6904
61,92,3,2025-01-20T09:00:00.0,352.9456
62,92,3,2025-01-20T10:00:00.0,414.2964
63,92,3,2025-01-20T11:00:00.0,448.1414
64,92,3,2025-01-20T12:00:00.0,448.6397
65,92,3,2025-01-20T13:00:00.0,418.8145
66,92,3,2025-01-20T14:00:00.0,376.071
67,92,3,2025-01-20T15:00:00.0,306.2819
68,92,3,2025-01-20T16:00:00.0,200.1
69,92,3,2025-01-20T17:00:00.0,81.7119
70,92,3,2025-01-20T18:00:00.0,7.6473
71,92,3,2025-01-20T19:00:00.0,0.0
72,92,3,2025-01-20T20:00:00.0,0.0
73,92,3,2025-01-20T21:00:00.0,0.0
74,92,3,2025-01-20T22:00:00.0,0.0
75,92,3,2025-01-20T23:00:00.0,0.0
76,93,1,2025-01-20T00:00:00.0,0.0
77,93,1,2025-01-20T01:00:00.0,0.0
78,93,1,2025-01-20T02:00:00.0,0.0
79,93,1,2025-01-20T03:00:00.0,0.0
80,93,1,2025-01-20T04:00:00.0,0.0
81,93,1,2025-01-20T05:00:00.0,4.3362
82,93,1,2025-01-20T06:00:00.0,62.7248
83,93,1,2025-01-20T07:00:00.0,161.7839
84,93,1,2025-01-20T08:00:00.0,254.3809
85,93,1,2025-01-20T09:00:00.0,335.7053
86,93,1,2025-01-20T10:00:00.0,393.7939
87,93,1,2025-01-20T11:00:00.0,426.0696
88,93,1,2025-01-20T12:00:00.0,426.5599
89,93,1,2025-01-20T13:00:00.0,398.2468
90,93,1,2025-01-20T14:00:00.0,357.3861
91,93,1,2025-01-20T15:00:00.0,289.7239
92,93,1,2025-01-20T16:00:00.0,188.1779
93,93,1,2025-01-20T17:00:00.0,75.953
94,93,1,2025-01-20T18:00:00.0,6.6017
95,93,1,2025-01-20T19:00:00.0,0.0
96,93,1,2025-01-20T20:00:00.0,0.0
97,93,1,2025-01-20T21:00:00.0,0.0
98,93,1,2025-01-20T22:00:00.0,0.0
99,93,1,2025-01-20T23:00:00.0,0.0
100,93,2,2025-01-20T00:00:00.0,0.0
101,93,2,2025-01-20T01:00:00.0,0.0
102,93,2,2025-01-20T02:00:00.0,0.0
103,93,2,2025-01-20T03:00:00.0,0.0
104,93,2,2025-01-20T04:00:00.0,0.0
105,93,2,2025-01-20T05:00:00.0,4.7929
106,93,2,2025-01-20T06:00:00.0,69.5504
107,93,2,2025-01-20T07:00:00.0,179.7315
108,93,2,2025-01-20T08:00:00.0,282.0135
109,93,2,2025-01-20T09:00:00.0,370.9341
110,93,2,2025-01-20T10:00:00.0,435.3288
111,93,2,2025-01-20T11:00:00.0,470.9254
112,93,2,2025-01-20T12:00:00.0,471.4545
113,93,2,2025-01-20T13:00:00.0,440.1267
114,93,2,2025-01-20T14:00:00.0,395.1407
115,93,2,2025-01-20T15:00:00.0,321.3932
116,93,2,2025-01-20T16:00:00.0,209.6268
117,93,2,2025-01-20T17:00:00.0,85.3235
118,93,2,2025-01-20T18:00:00.0,7.8266
119,93,2,2025-01-20T19:00:00.0,0.0
120,93,2,2025-01-20T20:00:00.0,0.0
121,93,2,2025-01-20T21:00:00.0,0.0
122,93,2,2025-01-20T22:00:00.0,0.0
123,93,2,2025-01-20T23:00:00.0,0.0
124,93,3,2025-01-20T00:00:00.0,0.0
125,93,3,2025-01-20T01:00:00.0,0.0
126,93,3,2025-01-20T02:00:00.0,0.0
127,93,3,2025-01-20T03:00:00.0,0.0
128,93,3,2025-01-20T04:00:00.0,0.0
129,93,3,2025-01-20T05:00:00.0,4.9429
130,93,3,2025-01-20T06:00:00.0,71.8158
